CmteID,Cycle,PACShort,Affiliate,Ultorg,RecipID,RecipCode,FECCandID,Party,PrimCode,Source,Sensitive,Foreign,Active
C00160770,1994,Walgreen Co,,Walgreen Co,C00160770,PB,,,G4900,S&P94,N,0,1
C00160796,1994,Sinclair Society,,Sinclair Society,C00160796,PI,,,J1100,Pattern,N,0,1
C00160978,1994,Kansas League of Savings Institutions,Savings & Community Bankers of America,Savings & Community Bankers of America,C00160978,PB,,,F1200,Phone,N,0,1
C00160986,1994,"Kutak, Rock",,"Kutak, Rock",C00160986,PB,,,K1000,WashReps,Y,0,1
C00161133,1994,Hawaiian Sugar Planters Assn,,Hawaiian Sugar Planters Assn,C00161133,PB,,,A1200,AFP88,N,0,1
C00161141,1994,Blue Cross/Blue Shield of Florida,Blue Cross/Blue Shield,Blue Cross/Blue Shield,C00161141,PB,,,F3200,AFP90,N,0,1
C00161414,1994,Protective Life Corp,,Protective Life Corp,C00161414,PB,,,F3300,S&P94,Y,0,1
C00161620,1994,Giffels Assoc,,Giffels Assoc,C00161620,PB,,,B4200,S&P94,N,0,1
C00161869,1994,SpacePAC,SpacePAC,SpacePAC,C00161869,PI,,,J9000,Phone,N,0,1
C00161901,1994,Equitable Financial Services,Equitable Companies,Equitable Companies,C00161901,PB,,,F3100,Hvr01,Y,1,1
C00161919,1994,Racal-Datacom,,Racal-Datacom,C00161919,PB,, ,Y0000,,N,0,1
C00161950,1994,Rollins Environmental Services,,Rollins Environmental Services,C00161950,PB,,,E3000,S&P97,N,0,1
C00162065,1994,Great Northern Savings,,Great Northern Savings,C00162065,PB,,,F1200,RandMc,N,0,1
C00162149,1994,San Francisco Federal S&L,,San Francisco Federal S&L,C00162149,PB,,,F1200,RandMc,N,0,1
C00162453,1994,New Mexico Conservation Voters Alliance,,New Mexico Conservation Voters Alliance,C00162453,PI,,,JE300,Name,N,0,1
C00162495,1994,National Assn of Beverage Importers,,National Assn of Beverage Importers,C00162495,PB,,,G2820,NTPA89,N,0,1
C00162529,1994,National Assn of Insurance Brokers,,National Assn of Insurance Brokers,C00162529,PB,,,F3100,NTPA89,N,0,1
C00162552,1994,German-American National PAC,,German-American National PAC,C00162552,PU,, ,Y0000,,N,0,1
C00162719,1994,"Wolf, Block et al",,"Wolf, Block et al",C00162719,PB,,,K1000,MartHubb,N,0,1
C00162735,1994,Federated Investors Inc,,Federated Investors Inc,C00162735,PB,,,F2100,S&P94,N,0,1
C00162800,1994,Sportsman's Alliance of Maine,,Sportsman's Alliance of Maine,C00162800,PB,,,E4200,Phone,Y,0,1
C00162818,1994,IBEW Local 98,International Brotherhood of Electrical Workers,International Brotherhood of Electrical Workers,C00162818,PL,,,LC150,Name,N,0,1
C00162883,1994,Rochester Community Savings Bank,,Rochester Community Savings Bank,C00162883,PB,,,F1200,RandMc,N,0,1
C00163048,1994,National Community Action Foundation,,National Community Action Foundation,C00163048,PI,,,JH100,Phone,N,0,1
C00163147,1994,United Counties Trust Co,,United Counties Trust Co,C00163147,PB,,,F1100,S&P,N,0,1
C00163154,1994,Southwest Peanut Membership Organization,,Southwest Peanut Membership Organization,C00163154,PB,,,A1600,Name,N,0,1
C00163212,1994,Outdoor Amusement Business Assn,,Outdoor Amusement Business Assn,C00163212,PB,,,G6100,Name,N,0,1
C00163238,1994,Davis Wright Tremaine LLP,,Davis Wright Tremaine LLP,C00163238,PB,,,K1000,WashReps,N,0,1
C00163253,1994,MDU Resources Group,,MDU Resources Group,C00163253,PB,,,E1620,S&P94,Y,0,1
C00163311,1994,National Star Route Mail Contractors Assn,,National Star Route Mail Contractors Assn,C00163311,PL,,,T7000,WAA17,N,0,1
C00163519,1994,Advest Group,,Advest Group,C00163519,PB,,,F2100,S&P94,N,0,1
C00163568,1994,Liberty National Bancorp,,Liberty National Bancorp,C00163568,PB,,,F1100,RandMc,N,0,1
C00163626,1994,Conference of National Park Concessioners,,Conference of National Park Concessioners,C00163626,PB,,,T9000,NTPA89,N,0,1
C00163675,1994,Delaware Right to Life,Right to Life,Right to Life,C00163675,PI,,,J7120,Name,N,0,1
C00163832,1994,CSX Corp,CSX Corp,CSX Corp,C00163832,PB,,,T5100,S&P94,Y,0,1
C00164004,1994,Kentucky Pro-Life PAC,,Kentucky Pro-Life PAC,C00164004,PI,,,J7120,Name,N,0,1
C00164137,1994,Opticians Assn of America,,Opticians Assn of America,C00164137,PB,,,H3300,Name,N,0,1
C00164145,1994,United Services Automobile Assn Group,,United Services Automobile Assn Group,C00164145,PB,,,F3400,Duns,N,0,1
C00164152,1994,National League of Postmasters,,National League of Postmasters,C00164152,PL,,,L1500,AFP88,N,0,1
C00164244,1994,Duquesne Light Co,Duquesne Light Co,Duquesne Light Co,C00164244,PB,,,E1600,S&P94,Y,0,1
C00164293,1994,Blount Inc,,Blount Inc,C00164293,PB,,,B1000,S&P94,Y,0,1
C00164384,1994,National Right to Work PAC,,National Right to Work PAC,C00164384,PI,,,J8000,Name,N,0,1
C00164392,1994,Right to Work PAC,,Right to Work PAC,C00164392,PI,,,J8000,AFP88,N,0,1
C00164509,1994,Intl Fedn of Prof & Technical Engineers,,Intl Fedn of Prof & Technical Engineers,C00164509,PL,,,L0000,AFP98,Y,0,1
C00164780,1994,Connecticut Mutual Life Insurance,,Connecticut Mutual Life Insurance,C00164780,PB,,,F3300,S&P94,N,0,1
C00164848,1994,Federal Managers Assn,,Federal Managers Assn,C00164848,PL,,,L1100,WebEC,N,0,1
C00164863,1994,National Bank of Commerce/Birmingham,,National Bank of Commerce/Birmingham,C00164863,PB,,,F1100,RandMc,N,0,1
C00164921,1994,"Updike, Kelly & Spellacy",,"Updike, Kelly & Spellacy",C00164921,PB,,,K1000,MartHubb,N,0,1
C00164939,1994,Minn-Dak Farmers Co-op,,Minn-Dak Farmers Co-op,C00164939,PB,,,A1200,Phone,N,0,1
C00165084,1994,Sverdrup Corp,,Sverdrup Corp,C00165084,PB,,,B4000,S&P94,Y,0,1
C00165159,1994,Modern PAC,Bill Green (R-NY),Modern PAC,C00165159,PI,,R,J2200,AFP90,N,0,1
C00165282,1994,Old National Bank In Evansville,,Old National Bank In Evansville,C00165282,PB,,,F1100,S&P94,N,0,1
C00165324,1994,Clothing & Textile Workers Union,Clothing & Textile Workers Union,Clothing & Textile Workers Union,C00165324,PL,,,LM100,AFP88,N,0,1
C00165365,1994,Wackenhut Corp,,Wackenhut Corp,C00165365,PB,,,G7000,S&P94,N,0,1
C00165514,1994,National Bankers Assn,,National Bankers Assn,C00165514,PB,,,F1100,EncAssns,Y,0,1
C00165522,1994,Bricker & Eckler,,Bricker & Eckler,C00165522,PB,,,K1000,MartHubb,N,0,1
C00165548,1994,Fund for Democratic Leadership,Robert T. Matsui (D-Calif),Fund for Democratic Leadership,C00165548,PI,,D,J2100,Phone,N,0,1
C00165589,1994,Huntington Bancshares,Huntington Bancshares,Huntington Bancshares,C00165589,PB,,,F1100,S&P94,N,0,1
C00165605,1994,National Grocers Assn,National Grocers Assn,National Grocers Assn,C00165605,PB,,,G2400,Phone,Y,0,1
C00165621,1994,Swidler & Berlin,,Swidler & Berlin,C00165621,PB,,,K1000,Duns,N,0,1
C00165795,1994,First Eastern Corp,,First Eastern Corp,C00165795,PB,, ,Y0000,,N,0,1
C00165944,1994,Mid Manhattan PAC,,Mid Manhattan PAC,C00165944,PI,,,J5100,AFP88,N,0,1
C00166074,1994,American Supply Assn,,American Supply Assn,C00166074,PB,,,B5300,NTPA89,Y,0,1
C00166082,1994,Independent Oil & Gas Assn of Pa,,Independent Oil & Gas Assn of Pa,C00166082,PB,,,E1120,Name,N,0,1
C00166223,1994,Association of Progressive Rental Organizations,,Association of Progressive Rental Organizations,C00166223,PB,,,G5300,Phone,N,0,1
C00166322,1994,National Council of Senior Citizens,National Council of Senior Citizens,National Council of Senior Citizens,C00166322,PI,,,J7200,AFP88,N,0,1
C00166348,1994,Southern Minn Beet Sugar Co-op,,Southern Minn Beet Sugar Co-op,C00166348,PB,,,A1200,AFP88,N,0,1
C00166355,1994,California Citrus Mutual,,California Citrus Mutual,C00166355,PB,,,A1400,Name,N,0,1
C00166496,1994,Maguire Group,,Maguire Group,C00166496,PB,,,B4200,Duns,N,0,1
C00166512,1994,Totem Ocean Trailer Express,,Totem Resources,C00166512,PB,,,T6200,Duns,N,0,1
C00166553,1994,Stephens Overseas Services,,Stephens Group,C00166553,PB,,,F2300,Nexis,N,0,1
C00166611,1994,American Assn of Mesbics,,American Assn of Mesbics,C00166611,PB,,,G1200,NTPA89,Y,0,1
C00166892,1994,Blue Bell Creameries,,Blue Bell Creameries,C00166892,PB,,,A2000,Duns,N,0,1
C00166926,1994,Hiram Walker & Sons,,Hiram Walker & Sons,C00166926,PB,,,G2820,S&P94,N,0,1
C00166934,1994,Bank South Corp,,Bank South Corp,C00166934,PB,,,F1100,S&P94,N,0,1
C00166983,1994,HF Ahmanson & Co,,HF Ahmanson & Co,C00166983,PB,,,F1200,Duns/Phone,N,0,1
C00167007,1994,Fund to Keep America Number One,Lewis Lehrman,Fund to Keep America Number One,C00167007,PI,,R,J2400,AFP96,N,0,1
C00167197,1994,UNC Inc,,UNC Inc,C00167197,PB,,,T1300,S&P94,Y,0,1
C00167239,1994,Advertising Mail Marketing Assn,,Advertising Mail Marketing Assn,C00167239,PB,,,G4700,Phone,N,0,1
C00167270,1994,Teamsters Local 577,Teamsters Union,Teamsters Union,C00167270,PL,,,LT300,Name,N,0,1
C00167361,1994,NARAL North Carolina,National Abortion Rights Action League,National Abortion Rights Action League,C00167361,PI,,,J7150,Name,N,0,1
C00167452,1994,PAC-WEST,,PAC-WEST,C00167452,PU,, ,Y0000,,N,0,1
C00167478,1994,Committee for Democratic Action,Howard Metzenbaum (D-Ohio),Committee for Democratic Action,C00167478,PI,,D,J2100,FEC,N,0,1
C00167627,1994,Northern Telecom,,Northern Telecom,C00167627,PB,,,C4600,S&P94,N,0,1
C00167668,1994,Arch Mineral Corp,Ashland Oil,Ashland Oil,C00167668,PB,,,E1210,S&P94,N,0,1
C00167676,1994,Marine Bank of Springfield,,Marine Bank of Springfield,C00167676,PB,,,F1100,S&P,N,0,1
C00167684,1994,American Sugarbeet Growers Assn,,American Sugarbeet Growers Assn,C00167684,PB,,,A1200,AFP88,N,0,1
C00167759,1994,Viacom Inc,,Viacom Inc,C00167759,PB,,,C2200,S&P94,Y,0,1
C00167916,1994,"Schatz, Paquin et al",,"Schatz, Paquin et al",C00167916,PB,,,K1000,MartHubb,N,0,1
C00168070,1994,American Ambulance Assn,,American Ambulance Assn,C00168070,PB,,,H3000,WashReps,N,0,1
C00168120,1994,"McGlinchey, Stafford et al",,"McGlinchey, Stafford et al",C00168120,PB,,,K1000,MartHubb,N,0,1
C00168161,1994,Capital PAC,,Capital PAC,C00168161,PI,,,J5100,PAC/Kent,N,0,1
C00168203,1994,Phoenix Home Life Mutual Insurance,,Phoenix Home Life Mutual Insurance,C00168203,PB,,,F3300,WebDS,N,0,1
C00168252,1994,Hotel del Coronado,,Hotel del Coronado,C00168252,PB,,,T9100,Duns,N,0,1
C00168294,1994,Interstate Truckload Carriers Conference,,Interstate Truckload Carriers Conference,C00168294,PB,,,T3100,NTPA89,N,0,1
C00168542,1994,Great Lakes Sugar Beet Growers Assn,Great Lakes Sugar Beet Growers Assn,Great Lakes Sugar Beet Growers Assn,C00168542,PB,,,A1200,Name,N,0,1
C00168575,1994,AmSouth Bancorp,,AmSouth Bancorp,C00168575,PB,,,F1100,S&P94,N,0,1
C00168864,1994,ITT Hartford Group,,ITT Hartford Group,C00168864,PB,,,F3100,S&P94,Y,0,1
C00168872,1994,Huntington Bank of Northeast Ohio,,Huntington Bank of Northeast Ohio,C00168872,PB,,,F1100,S&P94,N,0,1
C00168914,1994,First Citizens Bank & Trust,,First Citizens Bank & Trust,C00168914,PB,,,F1100,S&P94,N,0,1
C00169037,1994,Meridian Bancorp,,Meridian Bancorp,C00169037,PB,,,F1100,S&P94,N,0,1
C00169060,1994,Women Business Owners PAC,,Women Business Owners PAC,C00169060,PB,,,G1000,Name,N,0,1
C00169136,1994,Garden State PAC,,Garden State PAC,C00169136,PI,,,J5100,AFP88,N,0,1
C00169151,1994,Machinists/Aerospace Workers Local 837,Machinists/Aerospace Workers Union,Machinists/Aerospace Workers Union,C00169151,PL,,,LM100,Phone,N,0,1
C00169201,1994,Laborers Union/Western Region,Laborers Union,Laborers Union,C00169201,PL,,,LB100,AFP88,N,0,1
C00169383,1994,Provident Mutual Life Insurance,,Provident Mutual Life Insurance,C00169383,PB,,,F3100,S&P94,Y,0,1
C00169391,1994,Free Society Forum,,Free Society Forum,C00169391,PU,, ,Y0000,,N,0,0
C00169441,1994,"Dickie, McCamey & Chilcote",,"Dickie, McCamey & Chilcote",C00169441,PB,,,K1000,MartHubb,N,0,1
C00169508,1994,AAI Corp,United Industrial Corp,United Industrial Corp,C00169508,PB,,,D4000,S&P94,Y,0,1
C00169516,1994,Allmerica Financial,,Allmerica Financial,C00169516,PB,,,F3100,S&P94,N,0,1
C00169524,1994,Bristol Savings Bank,,Bristol Savings Bank,C00169524,PB,,,F1200,Duns,N,0,1
C00169821,1994,Tyson Foods,Tyson Foods,Tyson Foods,C00169821,PB,,,A2300,S&P94,Y,0,1
C00170258,1994,National Assn/Mutual Insurance Companies,,National Assn/Mutual Insurance Companies,C00170258,PB,,,F3100,NTPA89,N,0,1
C00170316,1994,Women's Action for New Directions,Women's Action for New Directions,Women's Action for New Directions,C00170316,PI,,,JD200,Name,N,0,1
C00170480,1994,Del Webb Corp,,Del Webb Corp,C00170480,PB,,,F4100,S&P/CR,N,0,1
C00170514,1994,Young Republican Campaign Cmte,,Young Republican Campaign Cmte,C00170514,PI,,,J1100,Name,N,0,1
C00170910,1994,Intl Assn for Financial Planning,,Intl Assn for Financial Planning,C00170910,PB,,,F5500,NTPA89,N,0,1
C00170928,1994,Roosevelt Savings Bank,,Roosevelt Savings Bank,C00170928,PB,,,F1200,RandMc,N,0,1
C00171314,1994,Betz Laboratories,,Betz Laboratories,C00171314,PB,,,M1000,S&P94,N,0,1
C00171330,1994,Holland & Knight,,Holland & Knight,C00171330,PB,,,K1000,Duns,Y,0,1
C00171421,1994,Fox Inc,,News Corporation,C00171421,PB,,,C2400,Phone,Y,1,1
C00171504,1994,American Soc Cataract/Refractive Surgery,,American Soc Cataract/Refractive Surgery,C00171504,PB,,,H1120,AFP88,N,0,1
C00171843,1994,Liberty Mutual Insurance,,Liberty Mutual Insurance,C00171843,PB,,,F3400,S&P94,N,0,1
C00171926,1994,DuPont Co,DuPont Co,DuPont Co,C00171926,PB,,,M1000,AnRpt90,Y,0,1
C00172205,1994,Union Bank of California,,Union Bank,C00172205,PB,,,F1100,S&P94,N,0,1
C00172296,1994,National Cmte to Preserve Social Security,National Cmte to Preserve Social Security,National Cmte to Preserve Social Security,C00172296,PI,,,J7200,AFP88,N,0,1
C00172361,1994,Pennsylvania Pro Life Federation,,Pennsylvania Pro Life Federation,C00172361,PI,,,J7120,Name,N,0,1
C00172387,1994,Wilmington Trust Co,,Wilmington Trust Corp,C00172387,PB,,,F1100,S&P94,N,0,1
C00172494,1994,Missouri Bankers Assn,American Bankers Assn,American Bankers Assn,C00172494,PB,,,F1100,Name,N,0,1
C00172601,1994,Georgia Right to Life,Right to Life,Right to Life,C00172601,PI,,,J7120,Name,N,0,1
C00172635,1994,Bass Brothers Enterprises,,Bass Brothers Enterprises,C00172635,PB,,,E1150,Phone,N,0,1
C00172775,1994,Calcot Ltd,,Calcot Ltd,C00172775,PB,,,A1100,Phone,N,0,1
C00172833,1994,American Assn of Crop Insurers,,American Assn of Crop Insurers,C00172833,PB,,,A4000,Phone,Y,0,1
C00172841,1994,United Egg Assn,,United Egg Assn,C00172841,PB,,,A2300,NTPA89,N,0,1
C00172858,1994,Nebraska Credit Union League,Credit Union National Assn,Credit Union National Assn,C00172858,PB,,,F1300,Name,N,0,1
C00172866,1994,American Yarn Spinners Assn,,American Yarn Spinners Assn,C00172866,PB,,,M8000,EncAssns,N,0,1
C00172940,1994,Citizens National Bank/Evansville,,Citizens National Bank/Evansville,C00172940,PB,,,F1100,S&P94,N,0,1
C00173096,1994,Service Corp International,,Service Corp International,C00173096,PB,,,G5400,S&P94,N,0,1
C00173153,1994,American Assn of Nurse Anesthetists,,American Assn of Nurse Anesthetists,C00173153,PB,,,H1710,NTPA89,N,0,1
C00173161,1994,Association of Floral Importers of Florida,,Association of Floral Importers of Florida,C00173161,PB,,,A8000,Name,N,0,1
C00173278,1994,Wisconsin Right to Life,Right to Life,Right to Life,C00173278,PI,,,J7120,Name,N,0,1
C00173344,1994,Mine Safety Appliances,,Mine Safety Appliances,C00173344,PB,,,E1240,S&P94,N,0,1
C00173369,1994,American Vintners Assn,,American Vintners Assn,C00173369,PB,,,G2820,NTPA97,N,0,1
C00173393,1994,Guardian Life Insurance,,Guardian Life Insurance,C00173393,PB,,,F3100,Duns,Y,0,1
C00173559,1994,United Jersey Banks,,United Jersey Banks,C00173559,PB,,,F1100,RandMc,N,0,1
C00174060,1994,BellSouth Corp,BellSouth Corp,BellSouth Corp,C00174060,PB,,,C4100,S&P94,N,0,1
C00174102,1994,Texas Sugar Beet Growers Assn,,Texas Sugar Beet Growers Assn,C00174102,PB,,,A1200,Name,N,0,1
C00174185,1994,Conrail Inc,,Conrail Inc,C00174185,PB,,,T5100,S&P94,N,0,1
C00174227,1994,Baker & Hostetler,,Baker & Hostetler,C00174227,PB,,,K1000,MartHubb,N,0,1
C00174367,1994,Northwest Natural Gas,,Northwest Natural Gas,C00174367,PB,,,E1140,S&P94,N,0,1
C00174391,1994,American Wholesale Marketers Assn,,American Wholesale Marketers Assn,C00174391,PB,,,A1300,NTPA89,N,0,1
C00174557,1994,Perry Drug Stores,,Perry Drug Stores,C00174557,PB,,,G4900,S&P94,N,0,1
C00174599,1994,Lamar Corp,,Lamar Corp,C00174599,PB,,,G5230,Duns,N,0,1
C00174607,1994,Churchill Truck Lines,,Churchill Truck Lines,C00174607,PB,,,T3100,Duns,N,0,1
C00174763,1994,Ameritech Corp,Ameritech Corp,Ameritech Corp,C00174763,PB,,,C4100,S&P94,N,0,1
C00174847,1994,Teamsters Local 830,Teamsters Union,Teamsters Union,C00174847,PL,,,LT300,Name,N,0,1
C00175075,1994,Foodservice & Lodging Institute,,Foodservice & Lodging Institute,C00175075,PB,,,G2900,Phone,Y,0,1
C00175091,1994,First American Corp,,First American Corp,C00175091,PB,,,F1100,Duns,N,0,1
C00175489,1994,California Republican Heritage Groups,,California Republican Heritage Groups,C00175489,PI,,,J1100,Phone,N,0,1
C00175497,1994,Lithuanian American Repub Assn of Calif,,Lithuanian American Repub Assn of Calif,C00175497,PI,,,J7500,Phone,N,0,1
C00175521,1994,Kansans for Life,Right to Life,Right to Life,C00175521,PI,,,J7120,Name,N,0,1
C00175976,1994,Illinois Pork Producers Assn,National Pork Producers Council,National Pork Producers Council,C00175976,PB,,,A3000,NTPA94,N,0,1
C00176289,1994,Colonial Management Assoc,,Colonial Management Assoc,C00176289,PB,,,F2100,S&P,N,0,1
C00176420,1994,Democratic Foundation of Orange County,,Democratic Foundation of Orange County,C00176420,PI,,,J1200,Name,N,0,1
C00176628,1994,Chicago Stock Exchange,,Chicago Stock Exchange,C00176628,PB,,,F2400,S&P,N,0,1
C00176727,1994,American Assn of Airport Executives,,American Assn of Airport Executives,C00176727,PB,,,T1600,NTPA89,N,0,1
C00176990,1994,McDonald & Co Securities,,McDonald & Co Securities,C00176990,PB,,,F2100,S&P94,N,0,1
C00177055,1994,San Diego Community PAC,,San Diego Community PAC,C00177055,PI,,,J5100,FEC,N,0,1
C00177337,1994,Los Angeles Women's Campaign Fund,,Los Angeles Women's Campaign Fund,C00177337,PI,,,J7400,Name,N,0,1
C00177436,1994,Provident Life & Accident Insurance,,Provident Life & Accident Insurance,C00177436,PB,,,F3100,S&P94,N,0,1
C00177469,1994,Pacific Gas & Electric,,Pacific Gas & Electric,C00177469,PB,,,E1620,S&P94,Y,0,1
C00177477,1994,Burroughs Wellcome,,Burroughs Wellcome,C00177477,PB,,,H4300,S&P94,N,0,1
C00177550,1994,"Garvey, Schubert & Barer",,"Garvey, Schubert & Barer",C00177550,PB,,,K1000,Duns,N,0,1
C00177741,1994,Asplundh Tree Expert Co,,Asplundh Tree Expert Co,C00177741,PB,,,A8000,Duns,N,0,1
C00177758,1994,National Assn of Arab-Americans,,National Assn of Arab-Americans,C00177758,PI,,,J5400,WebEC,N,0,1
C00177766,1994,Lincoln Club of San Diego County,,Lincoln Club of San Diego County,C00177766,PB,,,G1300,Phone,N,0,1
C00177998,1994,Paramount Communications,,Paramount Communications,C00177998,PB,,,C2000,S&P94,Y,0,1
C00178012,1994,"People's Bank/Bridgeport, CT",,People's Bank,C00178012,PB,,,F1200,RandMc,N,0,1
C00178053,1994,Sabreliner Corp,,Sabreliner Corp,C00178053,PB,,,T1300,S&P94,N,0,1
C00178269,1994,Consumer Federation of America,,Consumer Federation of America,C00178269,PI,,,J3000,WebCH,N,0,1
C00178517,1994,International Fund for Animal Welfare,,International Fund for Animal Welfare,C00178517,PI,,,J7600,PETA,N,0,1
C00178541,1994,Teamsters Joint Council 53,Teamsters Union,Teamsters Union,C00178541,PL,,,LT300,Name,N,0,1
C00178798,1994,"Mayor, Day & Caldwell",,"Mayor, Day & Caldwell",C00178798,PB,,,K1000,MartHubb,N,0,1
C00179010,1994,Union Central Life Insurance,,Union Central Life Insurance,C00179010,PB,,,F3100,S&P94,N,0,1
C00179275,1994,National School Transportation Assn,,National School Transportation Assn,C00179275,PB,,,T4100,NTPA89,N,0,1
C00179473,1994,Regions Financial,,Regions Financial,C00179473,PB,,,F1100,S&P94,N,0,1
C00179614,1994,Irish National Caucus,,Irish National Caucus,C00179614,PI,,,J5000,WR97,N,0,1
C00179762,1994,NYNEX Corp,NYNEX Corp,NYNEX Corp,C00179762,PB,,,C4100,S&P94,Y,0,1
C00180000,1994,American Stock Exchange,American Stock Exchange,American Stock Exchange,C00180000,PB,,,F2400,Hvr03,N,0,1
C00180521,1994,Davidson & Troilo,,Davidson & Troilo,C00180521,PB,,,K1000,Duns,N,0,1
C00180919,1994,Gilman Paper,,Gilman Paper,C00180919,PB,,,A5200,S&P94,N,0,1
C00181230,1994,GOP-5 Cmte,,GOP-5 Cmte,C00181230,PI,,,J1100,Name,N,0,1
C00181529,1994,First Source Corp,,First Source Corp,C00181529,PB,,,F1100,S&P94,N,0,1
C00181826,1994,Aetna Life & Casualty,,Aetna Life & Casualty,C00181826,PB,,,F3100,S&P94,Y,0,1
C00182022,1994,Real Estate Investment Trust,,Real Estate Investment Trust,C00182022,PB,,,F4100,Name,N,0,1
C00182931,1994,FOPAC-USA,,FOPAC-USA,C00182931,PI,,,J1100,Pattern,N,0,1
C00182964,1994,Political Club for Growth,,Political Club for Growth,C00182964,PB,,,F2100,File,Y,0,1
C00182972,1994,Tennesseans for Better Government,,Tennesseans for Better Government,C00182972,PI,,,J5100,,N,0,1
C00182980,1994,Elf Atochem North America,,Elf Atochem North America,C00182980,PB,,,M1000,Duns,N,1,1
C00183087,1994,Hill & Knowlton,WPP Group,WPP Group,C00183087,PB,,,K2000,S&P94,N,0,1
C00183376,1994,Health Care Concerns PAC,,Health Care Concerns PAC,C00183376,PI,,,JH100,Phone,N,0,1
C00183434,1994,Independent Oil Producers' Agency,,Independent Oil Producers' Agency,C00183434,PB,,,E1120,Name,N,0,1
C00183608,1994,Republican Leader's Fund,Bob Michel (R-Ill),Republican Leader's Fund,C00183608,PI,,R,J2200,AFP88,N,0,1
C00183640,1994,Trans PAC,,Trans PAC,C00183640,PU,, ,Y0000,SvNex,N,0,1
C00183996,1994,HHH Fund,State Attorney Gen. Hubert Humphrey III,HHH Fund,C00183996,PI,,D,J2500,FEC,N,0,1
C00184143,1994,America's PAC,America's PAC,America's PAC,C00184143,PI,,,J1100,Phone,Y,0,1
C00184374,1994,US West,US West,US West,C00184374,PB,,,C4100,S&P,N,0,1
C00184549,1994,AEL Industries Inc,,AEL Industries Inc,C00184549,PB,,,D3000,S&P94,N,0,1
C00184838,1994,Dime Savings Bank of New York,,Dime Savings Bank of New York,C00184838,PB,,,F1200,RandMc,N,0,1
C00184853,1994,Wyoming Pro-life Pac,,Wyoming Pro-life Pac,C00184853,PI,,,J7120,Name,N,0,1
C00185124,1994,AT&T,AT&T,AT&T,C00185124,PB,,,C4200,S&P94,Y,0,1
C00185520,1994,Universal Health Services,,Universal Health Services,C00185520,PB,,,H2100,S&P94,N,0,1
C00185637,1994,Dynamis,,Dynamis,C00185637,PI,,,J7500,Phone,N,0,1
C00185652,1994,Virginia-Carolinas Peanut Membership Org,,Virginia-Carolinas Peanut Membership Org,C00185652,PB,,,A1600,Name,N,0,1
C00185686,1994,Rio Grande Valley Sugar Growers,Florida Sugar Cane League,Florida Sugar Cane League,C00185686,PB,,,A1200,Mil$D,N,0,1
C00185694,1994,Fortis Inc,,Fortis Inc,C00185694,PB,,,F3100,SIC,N,0,1
C00185884,1994,Bank of New York,,Bank of New York,C00185884,PB,,,F1100,S&P94,N,0,1
C00186064,1994,Mercantile Bankshares Corp,,Mercantile Bankshares Corp,C00186064,PB,,,F1000,S&P94,N,0,1
C00186288,1994,Bell Atlantic,Bell Atlantic,Bell Atlantic,C00186288,PB,,,C4100,S&P94,Y,0,1
C00186353,1994,Tasty Baking Co,,Tasty Baking Co,C00186353,PB,,,G2100,S&P94,N,0,1
C00186494,1994,Dairymen Inc-Pennsylvania,Dairymen Inc,Dairymen Inc,C00186494,PB,,,A2000,AFP88,N,0,1
C00187088,1994,Minnesota Citizens Orgs Acting Together,,Minnesota Citizens Orgs Acting Together,C00187088,PI,,,J1200,Pattern,N,0,1
C00187096,1994,Weirton Steel,,Weirton Steel,C00187096,PB,,,M2100,S&P94,N,0,1
C00187104,1994,Kentucky Central Life Insurance Co,,Kentucky Central Life Insurance Co,C00187104,PB,,,F3300,Name,N,0,1
C00187526,1994,City PAC,,City PAC,C00187526,PI,,,J5100,RAC/Kent,N,0,1
C00187732,1994,Citizens Coalition Rational Traffic Laws,,Citizens Coalition Rational Traffic Laws,C00187732,PI,,,J9000,Name,N,0,1
C00187799,1994,Northwestern Public Service Co,Northwestern Public Service Co,Northwestern Public Service Co,C00187799,PB,,,E1620,S&P94,Y,0,1
C00187807,1994,Tarrant Distributors,,Tarrant Distributors,C00187807,PB,,,G2850,Duns,N,0,1
C00188011,1994,National Tank Truck Carriers Inc,,National Tank Truck Carriers Inc,C00188011,PB,,,T3100,NTPA89,N,0,1
C00188177,1994,H&R Block,,H&R Block,C00188177,PB,,,F5300,S&P94,N,0,1
C00188193,1994,Women's Political Cmte,,Women's Political Cmte,C00188193,PI,,,J7400,Name,N,0,1
C00188813,1994,America's Leaders' Fund,Dan Rostenkowski (D-Ill),America's Leaders' Fund,C00188813,PI,,D,J2100,AFP88,N,0,1
C00188979,1994,Hollywood Women's Political Cmte,,Hollywood Women's Political Cmte,C00188979,PI,,,J1200,AFP88,Y,0,1
C00188987,1994,National Assn for Home Care,,National Assn for Home Care,C00188987,PB,,,H3100,NTPA89,N,0,1
C00189472,1994,Los Angeles County Democratic Central Cmte,,Los Angeles County Democratic Central Cmte,C00189472,PI,,,J1200,Name,N,0,1
C00189696,1994,Multi-Issue PAC,,Multi-Issue PAC,C00189696,PI,,,J5100,Phone,N,0,1
C00190041,1994,Long Island Progressive Coalition,,Long Island Progressive Coalition,C00190041,PI,,,J1200,Name,N,0,1
C00190371,1994,National Assn of Business & Educational Radio,,National Assn of Business & Educational Radio,C00190371,PB,,,C4500,Phone,N,0,1
